_id,FISCAL_YEAR,CAR_CHC_ID,REFERENCE_NUMBER,SELECTION_PROCESS_NUMBER,CREATION_DATE,OPEN_DATE,CLOSE_DATE,DAYS_TO_OPEN,NUMBER_DAYS_OPEN,INTERNAL_INDICATOR,EXTERNAL_INDICATOR,POSITION_TITLE_E,POSITION_TITLE_F,CLASSIFICATIONS,CLASSIFICATION_COUNT,PSC_ADMIN,NATIONAL,EE_ORGANIZ_GENDER,EE_ORGANIZ_VISMIN,SCRNG_TOOL_OFFICIAL_LANGUAGE,SCRNG_TOOL_SCREENING_QUESTIONS,SCRNG_TOOL_TEXT_QUESTIONS,SCRNG_TOOL_EXP_QUESTIONNAIRE,SCRNG_TOOL_UIT,SCRNG_TOOL_EDUCATION,INDETERMINATE,SPECIFIED_TERM,ACTING,ASSIGNMENT,DEPLOYMENT,SECONDMENT,VARIOUS_WORK_LOCATION,PROV_CNT,CAF_SUBMITTED,CAF_IN,CAF_OUT,NOC,NAPA,NAA,administrator_region_e,administrator_region_f,advertisement_type_e,advertisement_type_f,city_count,city_name_e,city_name_f,organization_e,organization_f,organization_code,advertisement_url_e,advertisement_url_f,recruitment_program_e,recruitment_program_f,province_name_e,province_name_f,psea_e,psea_f,source_system_e,source_system_f,status_e,status_f,ee_criterion_gender,ee_criterion_indigenous,ee_criterion_vismin,ee_criterion_pwd,ee_organiz_pwd,ee_organiz_indigenous,TOTAL_SUBMITTED_SUP,TOTAL_IN_SUP,TOTAL_OUT_SUP,SCRNG_TOOL_OCC_CERT,women_submitted_SUP,vismin_submitted_SUP,indigenous_submitted_SUP,pwd_submitted_SUP,french_submitted_SUP,english_submitted_SUP,citizen_submitted_SUP,permanent_resident_submitted_SUP,ee_submitted_SUP
1635,2023-2024,1997099,SIF23J-023511-000139,23-24-SIF-IA-9743,06JUN2023,14JUN2023,28JUN2023,7,14,1,0,Human Resources Planning and Analytics Advisor,Conseiller(ère) en planification et analyse des ressources humaines,"PE05,RE05",2,0, ,0,0,1,1, , , , ,1, , , , , ,0,1,0,0, , , , ,National Capital,Capitale Nationale,Regular Advertisement,Affiche regulier,1,Ottawa,Ottawa,Office of the Superintendent of Financial Institutions Canada,Bureau du surintendant des institutions financieres Canada,SIF,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1997099&toggleLanguage=en,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1997099&toggleLanguage=fr,INT,INT,Ontario,Ontario,YES,OUI,PSRS,SRFP,Closed,Fermé,0,0,0,0,0,0,5,5,*, ,*,*,*,*,*,*,5,*,
1636,2023-2024,1997135,ERG23J-042096-000030,23-ERG-EA-0094,06JUN2023,19JUN2023,04JUL2023,12,15,0,1,Regulatory Policy Analyst,Analyste de politique de réglementation,"EC06,NB10",2,0,1,0,0,1,1, , , , , ,1, , , , ,0,1,0,0,0, , , ,Alberta and Northwest Territories,Alberta et Territoires du Nord-Ouest,Regular Advertisement,Affiche regulier,1,Calgary,Calgary,Canada Energy Regulator,Regie de l'energie du Canada,ERG,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1997135&toggleLanguage=en,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1997135&toggleLanguage=fr,JOP,POP,Alberta,Alberta,YES,OUI,PSRS,SRFP,Open,Ouvert,0,0,0,0,0,0,58,53,5, ,19,28,*,*,*,*,35,*,40
1637,2023-2024,1997156,AGR23J-038494-000203,23-AGR-BCAB-EA-STB-26290,06JUN2023,08JUN2023,19JUN2023,1,11,0,1,Biologist - Food Microbiology,Biologiste  Microbiologie alimentaire,BI01,1,0,1,1,1,1,1, , , , ,1,1, , , , ,0,1,0,0,0, , , ,Atlantic,Atlantique,Regular Advertisement,Affiche regulier,1,Lacombe,Lacombe,Agriculture and Agri-Food Canada,Agriculture et Agroalimentaire Canada,AGR,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1997156&toggleLanguage=en,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1997156&toggleLanguage=fr,JOP,POP,Alberta,Alberta,YES,OUI,PSRS,SRFP,Closed,Fermé,0,0,0,0,1,1,56,38,18, ,22,22,*,*,5,51,14,*,34
1638,2023-2024,1997219,GSS23J-023803-000316,23-GSS-ON-IA-CyberIT-27295,07JUN2023,14JUN2023,28JUN2023,6,14,1,0,"At-Level Opportunity - IT Analyst, ITS","Opportunité à niveau - Analyste de TI, STI",IT02,1,0, ,0,0,1, , , , , , , ,1,1,1, ,1,0,8,8, , , , ,Atlantic,Atlantique,Regular Advertisement,Affiche regulier,0,NA,S. O.,Shared Services Canada,Services partages Canada,GSS,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1997219&toggleLanguage=en,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1997219&toggleLanguage=fr,INT,INT,NA,S. O.,YES,OUI,PSRS,SRFP,Closed,Fermé,0,0,0,0,0,0,145,145,*, ,25,67,5,8,54,91,119,*,79
1639,2023-2024,1997223,SVC23J-072295-000023,2023-SVC-IA-HQ-586736,07JUN2023,15JUN2023,27JUN2023,7,12,1,0,Assistant to the Director/Administrative Agent (ANTICIPATORY),Adjoint(e) au directeur/Agent(e) administratif(ive) (ANTICIPATOIRE),AS02,1,0, ,1,1,1,1, , , , ,1,1,1,1,1, ,0,1,0,0, , , , ,Atlantic,Atlantique,Regular Advertisement,Affiche regulier,1,Matane,Matane,Public Services and Procurement Canada,Services publics et Approvisionnement Canada,SVC,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1997223&toggleLanguage=en,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1997223&toggleLanguage=fr,INT,INT,Quebec,Québec,YES,OUI,PSRS,SRFP,Closed,Fermé,0,0,0,0,1,1,9,9,*, ,7,*,*,*,*,*,8,*,8
1640,2023-2024,1997284,PSC23J-022433-000121,23-PSC-IA-587261,07JUN2023,09JUN2023,19JUN2023,1,10,1,0,"Director, Information Technology Security, Information Management and Partnership liaison","Directeur(trice), Sécurité des TI, gestion de l'information et liaison avec les partenaires",EX01,1,0, ,0,0,1,1, , , , ,1,1,1,1,1, ,0,1,0,0,0, , , ,National Capital,Capitale Nationale,Regular Advertisement,Affiche regulier,1,Gatineau,Gatineau,Public Service Commission of Canada,Commission de la fonction publique du Canada,PSC,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1997284&toggleLanguage=en,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1997284&toggleLanguage=fr,INT,INT,Quebec,Québec,YES,OUI,PSRS,SRFP,Closed,Fermé,0,0,0,0,0,0,11,10,*, ,*,8,*,*,6,5,11,*,9
1641,2023-2024,1997313,SVC23J-017188-000309,2023-SVC-ATL-EA-584913,07JUN2023,08JUN2023,04JUL2023,0,26,0,1,Cost Planner and Estimator / Senior Cost Planner and Estimator,Spécialiste de la planification et de lestimation des coûts / Spécialiste principal de la planifica,"EG06,EG07",2,0,1,1,1,1,1, , , , ,1,1, , , , ,1,4,0,0,0, , , ,Atlantic,Atlantique,Regular Advertisement,Affiche regulier,6,MULTIPLE,MULTIPLE,Public Services and Procurement Canada,Services publics et Approvisionnement Canada,SVC,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1997313&toggleLanguage=en,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1997313&toggleLanguage=fr,JOP,POP,MULTIPLE,MULTIPLE,YES,OUI,PSRS,SRFP,Open,Ouvert,0,0,0,0,1,1,30,28,*, ,7,*,*,*,*,*,19,*,10
1642,2023-2024,1997368,SVC23J-116695-000017,2023-SVC-IA-HQ-586779,07JUN2023,07JUN2023,08JUN2023,0,1,1,0,Repost Problem Resolution Officer (ANTICIPATORY),Réaffichage Agent de résolution de problèmes (ANTICIPATOIRE),AS02,1,0, ,1,1,1,1, , , , ,1,1,1,1,1, ,0,1,1,1, , , , ,National Capital,Capitale Nationale,Regular Advertisement,Affiche regulier,1,Matane,Matane,Public Services and Procurement Canada,Services publics et Approvisionnement Canada,SVC,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1997368&toggleLanguage=en,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1997368&toggleLanguage=fr,INT,INT,Quebec,Québec,YES,OUI,PSRS,SRFP,Closed,Fermé,0,0,0,0,1,1,*,*,*, ,*,*,*,*,*,*,*,*,*
1643,2023-2024,1997460,SHC23J-073395-000005,23-NHW-ROEB-IA-NCR-355400,07JUN2023,14JUN2023,26JUN2023,6,12,1,0,*ANTICIPATORY* Senior Project Officer,*ANTICIPATOIRE* Agent(e) principal(e) de projet,AS04,1,0, ,1,1,1,1, , , , ,1,1,1,1,1, ,1,8,2,2,0, , , ,National Capital,Capitale Nationale,Regular Advertisement,Affiche regulier,17,MULTIPLE,MULTIPLE,Health Canada,Sante Canada,SHC,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1997460&toggleLanguage=en,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1997460&toggleLanguage=fr,INT,INT,MULTIPLE,MULTIPLE,YES,OUI,PSRS,SRFP,Closed,Fermé,0,0,0,0,1,1,62,42,20, ,37,28,*,9,17,45,61,*,52
1644,2023-2024,1997490,GSS23J-098997-000142,23-GSS-NB-IA-CorpServ-26806,07JUN2023,13JUN2023,19JUN2023,5,6,1,0,Notice of Interest - Human Resources Advisor Specialist - At Level Opportunity (PE-03),Avis d'intérêt - Conseiller(ère) spécialiste en ressources humaines - Opportunité à niveau (PE-03),PE03,1,0, ,0,0,1,1, , , , , , ,1,1,1, ,1,9,0,0,0, , , ,National Capital,Capitale Nationale,Regular Advertisement,Affiche regulier,18,MULTIPLE,MULTIPLE,Shared Services Canada,Services partages Canada,GSS,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1997490&toggleLanguage=en,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1997490&toggleLanguage=fr,INT,INT,MULTIPLE,MULTIPLE,YES,OUI,PSRS,SRFP,Closed,Fermé,0,0,0,0,0,0,17,5,12, ,13,*,*,*,11,6,16,*,15
1645,2023-2024,1997635,TBD23J-117995-000139,2023-TBD-IA-AA-161727,07JUN2023,23JUN2023,07JUL2023,15,14,1,0,"Head of HR, Human Resources Division","Chef des RH, division des ressources humaines",EX03,1,0, ,1,1,1,1, , , , ,1, , ,1, , ,0,1,0,0, , , , ,National Capital,Capitale Nationale,Regular Advertisement,Affiche regulier,1,Ottawa,Ottawa,Treasury Board of Canada Secretariat,Secretariat du Conseil du Tresor du Canada,TBD,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1997635&toggleLanguage=en,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1997635&toggleLanguage=fr,INT,INT,Ontario,Ontario,YES,OUI,PSRS,SRFP,Open,Ouvert,0,0,0,0,1,1,5,5,*, ,*,*,*,*,*,*,5,*,
1646,2023-2024,1997663,RCM23J-024143-000040,23-RCM-EA-WPG-V-117937,07JUN2023,08JUN2023,05JUL2023,0,27,0,1,Detachment Services Assistant,Adjoint/adjointe aux services de détachement,CR04,1,0,0,0,0,1, , , , , ,1, , , , , ,0,1,0,0, , , , ,Central Prairies and Nunavut,Prairies centrales et Nunavut,Regular Advertisement,Affiche regulier,1,Pangnirtung,Pangnirtung,Royal Canadian Mounted Police,Gendarmerie royale du Canada,RCM,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1997663&toggleLanguage=en,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1997663&toggleLanguage=fr,JOP,POP,Nunavut,Nunavut,YES,OUI,PSRS,SRFP,Open,Ouvert,0,0,0,0,0,0,*,*,*, ,*,*,*,*,*,*,*,*,*
1647,2023-2024,1997695,MOT23J-062795-000119,23-MOT-IA-HRS-07139,07JUN2023,13JUN2023,23JUN2023,5,10,1,0,Various Supervisor Positions - *Amendment to the closing date*,Postes de superviseurs - *Modification à la date de clôture.*,AS04,1,0, ,0,0,1,1, , , , ,1, ,1,1,1, ,0,1,3,2,1, , , ,Ontario,Ontario,Regular Advertisement,Affiche regulier,1,Toronto,Toronto,Transport Canada,Transports Canada,MOT,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1997695&toggleLanguage=en,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1997695&toggleLanguage=fr,INT,INT,Ontario,Ontario,YES,OUI,PSRS,SRFP,Closed,Fermé,0,0,0,0,0,0,114,90,24, ,61,78,*,13,6,108,109,*,102
1648,2023-2024,1997730,PEN23J-123996-000013,2023-PEN-EA-PRA-182181,07JUN2023,21JUN2023,17OCT2023,13,118,0,1,Psychologist - Inventory,Psychologue - Répertoire,PS03,1,0,1,1,1,1,1, , , , ,1,1, , , , ,1,3,0,0, , , , ,Atlantic,Atlantique,Inventory Advertisement,Affiche de repertoire,8,MULTIPLE,MULTIPLE,Correctional Service Canada,Service correctionnel Canada,PEN,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1997730&toggleLanguage=en,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1997730&toggleLanguage=fr,JOP,POP,MULTIPLE,MULTIPLE,YES,OUI,PSRS,SRFP,Open,Ouvert,0,0,0,0,1,1,*,*,*, ,*,*,*,*,*,*,*,*,*
1649,2023-2024,1997799,CEO23J-040394-000146,23-CEO-EA-INV-24508-B,07JUN2023,07JUN2023,30JUN2023,0,23,0,1,Project Assistant - INVENTORY,Agent(e) de projets - INVENTAIRE,AS01,1,0,1,1,1,1,1, , , , , ,1, , , , ,0,1,0,0,0, , , ,National Capital,Capitale Nationale,Inventory Advertisement,Affiche de repertoire,1,Gatineau,Gatineau,Office of the Chief Electoral Officer,Bureau du directeur general des elections,CEO,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1997799&toggleLanguage=en,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1997799&toggleLanguage=fr,JOP,POP,Quebec,Québec,YES,OUI,PSRS,SRFP,Closed,Fermé,0,0,0,0,1,1,75,67,8, ,37,32,*,7,29,46,61,*,58
1650,2023-2024,1997805,SVC23J-021647-000146,2023-SVC-EA-HQ-583937-1,07JUN2023,07JUN2023,20JUN2023,0,13,0,1,Urban Planner / Project Manager,Urbaniste / Gestionnaire de projet,"AR03,AR04,AR05",3,0,1,1,1,1,1, , , , ,1,1, , , , ,1,2,0,0,0, , , ,National Capital,Capitale Nationale,Regular Advertisement,Affiche regulier,2,MULTIPLE,MULTIPLE,Public Services and Procurement Canada,Services publics et Approvisionnement Canada,SVC,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1997805&toggleLanguage=en,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1997805&toggleLanguage=fr,JOP,POP,MULTIPLE,MULTIPLE,YES,OUI,PSRS,SRFP,Closed,Fermé,0,0,0,0,1,1,51,48,*, ,17,24,*,*,15,36,38,*,32
1651,2023-2024,1997829,GSS23J-022758-000072,23-GSS-ON-IA-CyberIT-26836,07JUN2023,09JUN2023,12JUN2023,1,3,1,0,"AS-02 Opportunity - Scheduling, Correspondance and Administrative Assistant","Opportunité AS-02 - Adjoint(e) à l'agenda, à la correspondance et à l'administration",AS02,1,0, ,0,0,1,1, , , , , , ,1, ,1, ,1,8,0,0,0, , , ,National Capital,Capitale Nationale,Regular Advertisement,Affiche regulier,16,MULTIPLE,MULTIPLE,Shared Services Canada,Services partages Canada,GSS,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1997829&toggleLanguage=en,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1997829&toggleLanguage=fr,INT,INT,MULTIPLE,MULTIPLE,YES,OUI,PSRS,SRFP,Closed,Fermé,0,0,0,0,0,0,63,20,43, ,48,21,*,5,34,29,61,*,55
1652,2023-2024,1997835,RTC23J-130195-000002,3270-RTC-IA-CRC000272/23,07JUN2023,15JUN2023,21JUN2023,7,6,1,0,Senior Analyst,Analyste principal,CO02,1,0, ,0,0,1,1, , , , ,1,1,1,1,1, ,0,1,0,0,0, , , ,National Capital,Capitale Nationale,Regular Advertisement,Affiche regulier,1,Gatineau,Gatineau,Canadian Radio-television and Telecommunications Commission,Conseil de la radiodiffusion et des telecommunications canadiennes,RTC,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1997835&toggleLanguage=en,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1997835&toggleLanguage=fr,INT,INT,Quebec,Québec,YES,OUI,PSRS,SRFP,Closed,Fermé,0,0,0,0,0,0,30,26,*, ,12,13,*,*,14,16,28,*,18
1653,2023-2024,1997840,DIS23J-044695-000174,23-DIS-AB-EA-584725,07JUN2023,29JUN2023,28JUN2024,21,365,0,1,Program Manager/Team lead/Sr. Program Officer Positions,Gestionnaire de programme/chef déquipe/Agent(e) principal(e) de programme,"PM05,PM06",2,0,1,0,0,1,1, , , , ,1,1, , , , ,0,1,0,0, , , , ,Alberta and Northwest Territories,Alberta et Territoires du Nord-Ouest,Inventory Advertisement,Affiche de repertoire,1,Edmonton,Edmonton,Indigenous Services Canada,Services aux Autochtones Canada,DIS,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1997840&toggleLanguage=en,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1997840&toggleLanguage=fr,JOP,POP,Alberta,Alberta,YES,OUI,PSRS,SRFP,Open,Ouvert,0,0,0,0,0,0,5,5,*, ,*,*,*,*,*,*,*,*,
1654,2023-2024,1997863,EXT23J-082595-000207,23-EXT-IA-VF-1039643,07JUN2023,14JUN2023,27JUN2023,6,13,1,0,"Director, FSD Policy and Monitoring Division - HEP","Directeur/directrice, Direction de la politique et de la vérification des DSE - HEP",AS07,1,0, ,0,0,1,1, , , , ,1, , ,1, , ,0,1,1,1,0, , , ,National Capital,Capitale Nationale,Regular Advertisement,Affiche regulier,1,Gatineau,Gatineau,Global Affairs Canada,Affaires mondiales Canada,EXT,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1997863&toggleLanguage=en,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1997863&toggleLanguage=fr,INT,INT,Quebec,Québec,YES,OUI,PSRS,SRFP,Closed,Fermé,0,0,0,0,0,0,17,16,*, ,12,7,*,*,11,6,17,*,14
1655,2023-2024,1997931,SIF23J-133695-000002,23-24-SIF-EA-9722,07JUN2023,08JUN2023,18JUN2023,0,10,0,1,"Manager, Climate Policy and Risk Management","Gestionnaire, Politiques et Gestion du risque climatique","FI04,RE06",2,0,1,0,0,1,1, , , , ,1, , , , , ,1,3,0,0,0, , , ,National Capital,Capitale Nationale,Regular Advertisement,Affiche regulier,3,MULTIPLE,MULTIPLE,Office of the Superintendent of Financial Institutions Canada,Bureau du surintendant des institutions financieres Canada,SIF,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1997931&toggleLanguage=en,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1997931&toggleLanguage=fr,JOP,POP,MULTIPLE,MULTIPLE,YES,OUI,PSRS,SRFP,Closed,Fermé,0,0,0,0,0,0,117,94,23, ,49,53,*,13,14,103,82,*,84
1656,2023-2024,1998022,WCO23J-050003-000004,23-WCO-EA-EDM-714,07JUN2023,12JUN2023,20JUN2023,4,8,0,1,Senior Business Officer (Grants and Contributions Payments),Agent(e) principal(e) de développement économique (paiements des subventions et contributions),CO02,1,0,1,0,0,1,1, , , , ,1,1, , , , ,1,1,0,0,0, , , ,Alberta and Northwest Territories,Alberta et Territoires du Nord-Ouest,Regular Advertisement,Affiche regulier,2,MULTIPLE,MULTIPLE,Prairies Economic Development Canada,Developpement economique Canada pour les Prairies,WCO,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1998022&toggleLanguage=en,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1998022&toggleLanguage=fr,JOP,POP,Alberta,Alberta,YES,OUI,PSRS,SRFP,Closed,Fermé,0,0,0,0,0,0,106,86,20, ,39,64,*,6,9,97,60,*,78
1657,2023-2024,1998065,RCM23J-118098-000017,23-RCM-IA-K-EDM-INFORMATIC-117753,07JUN2023,12JUN2023,27JUN2023,4,15,1,0,Wireless Coordinator / Systems Access Coordinator,Coordonnateur des télécommunications sans fil / Coordonnateur de laccès aux systèmes,AS01,1,0, ,0,0,1,1, , , , , ,1,1, , , ,0,1,0,0,0, , , ,Alberta and Northwest Territories,Alberta et Territoires du Nord-Ouest,Regular Advertisement,Affiche regulier,1,Edmonton,Edmonton,Royal Canadian Mounted Police,Gendarmerie royale du Canada,RCM,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1998065&toggleLanguage=en,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1998065&toggleLanguage=fr,INT,INT,Alberta,Alberta,YES,OUI,PSRS,SRFP,Closed,Fermé,0,0,0,0,0,0,12,11,*, ,9,5,*,*,*,*,12,*,10
1658,2023-2024,1998098,RCM23J-018057-000088,23-RCM-EA-N-S-NCR-SPS/TO-118512,08JUN2023,08JUN2023,29JUN2023,0,21,0,1,Aircraft Maintenance Engineer,Mécanicien(ne) d'entretien d'aéronerfs,EG06,1,0,1,0,0,1,1, , , , ,1, , , , , ,0,1,0,0,0, , , ,National Capital,Capitale Nationale,Regular Advertisement,Affiche regulier,1,Thompson,Thompson,Royal Canadian Mounted Police,Gendarmerie royale du Canada,RCM,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1998098&toggleLanguage=en,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1998098&toggleLanguage=fr,JOP,POP,Manitoba,Manitoba,YES,OUI,PSRS,SRFP,Closed,Fermé,0,0,0,0,0,0,*,*,*, ,*,*,*,*,*,*,*,*,*
1659,2023-2024,1998154,TBD23J-014677-013977,2023-TBD-IA-AO-161261,08JUN2023,12JUN2023,22JUN2023,3,10,1,0,"Team Leader, Service Desk *AMENDMENT TO CLOSING DATE*","Chef d'équipe, Bureau de service *MODIFICATION DE LA DATE DE CLOTURE*",IT03,1,0, ,0,0,1,1, , , , ,1,1,1,1,1, ,0,1,0,0,0, , , ,National Capital,Capitale Nationale,Regular Advertisement,Affiche regulier,1,Ottawa,Ottawa,Treasury Board of Canada Secretariat,Secretariat du Conseil du Tresor du Canada,TBD,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1998154&toggleLanguage=en,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1998154&toggleLanguage=fr,INT,INT,Ontario,Ontario,YES,OUI,PSRS,SRFP,Closed,Fermé,0,0,0,0,0,0,44,39,5, ,9,12,*,*,23,21,44,*,21
1660,2023-2024,1998196,DVA23J-107003-000016,23-DVA-IA-CH-586905,08JUN2023,26JUN2023,10JUL2023,17,14,1,0,Various IT Manager Positions,Divers postes de gestionnaires en TI,IT04,1,0, ,0,0,1,1, , , , ,1,1,1,1,1, ,1,2,3,2,1, , , ,Atlantic,Atlantique,Regular Advertisement,Affiche regulier,2,MULTIPLE,MULTIPLE,Veterans Affairs Canada,Anciens Combattants Canada,DVA,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1998196&toggleLanguage=en,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1998196&toggleLanguage=fr,INT,INT,MULTIPLE,MULTIPLE,YES,OUI,PSRS,SRFP,Open,Ouvert,0,0,0,0,0,0,16,14,*, ,*,5,*,*,*,*,16,*,9
1661,2023-2024,1998199,SIF23J-110795-000016,23-24-SIF-EA-9735,08JUN2023,14JUN2023,28JUN2023,5,14,0,1,"Principal Analyst, Specialist and Manager","Analyste principal(e), spécialiste et gestionnaire","RE05,RE06",2,0,1,0,0,1,1,1, , , ,1, , , , , ,1,1,0,0,0, , , ,Ontario,Ontario,Regular Advertisement,Affiche regulier,2,MULTIPLE,MULTIPLE,Office of the Superintendent of Financial Institutions Canada,Bureau du surintendant des institutions financieres Canada,SIF,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1998199&toggleLanguage=en,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1998199&toggleLanguage=fr,JOP,POP,Ontario,Ontario,YES,OUI,PSRS,SRFP,Closed,Fermé,0,0,0,0,0,0,202,196,6, ,70,122,*,5,17,185,124,*,150
1662,2023-2024,1998269,MOT23J-062795-000122,23-MOT-IA-HRS-06081,08JUN2023,30JUN2023,13JUL2023,21,13,1,0,Financial Analyst,Analyste financier,FI01,1,0, ,0,0,1,1, , , , ,1,1,1,1,1, ,0,1, , , , , , ,Ontario,Ontario,Regular Advertisement,Affiche regulier,1,Toronto,Toronto,Transport Canada,Transports Canada,MOT,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1998269&toggleLanguage=en,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1998269&toggleLanguage=fr,INT,INT,Ontario,Ontario,YES,OUI,PSRS,SRFP,Open,Ouvert,0,0,0,0,0,0,*,*,*, ,*,*,*,*,*,*,*,*,*
1663,2023-2024,1998285,DOE23J-046496-000170,23-DOE-QUE-EA-570243-1,08JUN2023,12JUN2023,26JUN2023,3,14,0,1,Physical Scientist Specialist / Organic chemistry **RE-POSTING OF PROCESS 23-DOE-QUE-EA-570243**,Specialiste Sciences Physiques/Chimie Organique **RÉ-AFFICHAGE DU PROCESSUS 23-DOE-QUE-EA-570243**,"CH02,PC02",2,0,1,0,0,1,1, , , , ,1, , , , , ,0,1,0,0,0, , , ,National Capital,Capitale Nationale,Regular Advertisement,Affiche regulier,1,Montreal Island,Ile de Montreal,Environment and Climate Change Canada,Environnement et Changement climatique Canada,DOE,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1998285&toggleLanguage=en,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=1998285&toggleLanguage=fr,JOP,POP,Quebec,Québec,YES,OUI,PSRS,SRFP,Archived,Archivé,0,0,0,0,0,0,42,37,5, ,16,17,*,*,13,29,27,*,27
